AC113430.1	ENST00000506872	5	+	58197	58915	58915	58915	1	58197,	58915,
CLPTM1L	ENST00000320895	5	-	1317751	1345099	1318368	1344841	17	1317751,1320615,1321634,1321763,1322876,1323786,1324762,1325750,1330279,1331798,1334288,1335056,1337903,1338859,1341670,1344350,1344679,	1318453,1320731,1321679,1321819,1322911,1323869,1324813,1325816,1330383,1331883,1334383,1335174,1337982,1339005,1341860,1344451,1345099,
CLPTM1L	ENST00000507807	5	-	1317752	1341738	1318368	1341724	14	1317752,1320615,1321634,1321763,1322876,1323786,1324762,1325750,1331802,1334288,1335056,1337903,1338859,1341670,	1318453,1320731,1321679,1321819,1322911,1323869,1324813,1325816,1331883,1334383,1335174,1337982,1339005,1341738,
CLPTM1L	ENST00000503042	5	-	1317867	1331844	1331844	1331844	8	1317867,1320615,1321634,1321763,1322876,1323786,1324762,1330279,	1318453,1320731,1321679,1321819,1322911,1323869,1325816,1331844,
CLPTM1L	ENST00000630539	5	-	1317891	1344887	1318368	1341724	16	1317891,1320615,1321634,1321763,1322876,1323786,1324762,1325750,1331802,1334288,1335056,1337903,1338859,1341670,1344350,1344679,	1318453,1320731,1321679,1321819,1322911,1323869,1324813,1325816,1331883,1334383,1335174,1337982,1339005,1341860,1344451,1344887,
CLPTM1L	ENST00000503534	5	-	1318174	1325827	1325827	1325827	8	1318174,1320615,1321634,1321763,1322876,1323786,1324762,1325750,	1318453,1320731,1321679,1321819,1322911,1323869,1324813,1325827,
CLPTM1L	ENST00000515719	5	-	1318298	1321829	1321829	1321829	4	1318298,1320615,1321634,1321763,	1318453,1320731,1321679,1321829,
CLPTM1L	ENST00000506641	5	-	1318354	1326255	1326255	1326255	9	1318354,1320615,1321634,1321763,1322876,1323786,1324762,1325750,1326014,	1318453,1320731,1321679,1321819,1322911,1323869,1324813,1325816,1326255,
CLPTM1L	ENST00000511268	5	-	1320207	1323830	1323830	1323830	5	1320207,1321634,1321763,1322876,1323786,	1320731,1321679,1321819,1322911,1323830,
CLPTM1L	ENST00000512451	5	-	1320614	1322915	1322915	1322915	3	1320614,1321634,1322876,	1320731,1321819,1322915,
CLPTM1L	ENST00000507195	5	-	1320615	1326436	1326436	1326436	8	1320615,1321634,1321763,1322876,1323786,1324762,1325750,1326260,	1320731,1321679,1321819,1322911,1323869,1324813,1325816,1326436,
CLPTM1L	ENST00000505914	5	-	1320683	1324037	1324037	1324037	4	1320683,1321634,1322876,1323786,	1320731,1321819,1322911,1324037,
CLPTM1L	ENST00000505605	5	-	1321646	1324857	1324857	1324857	4	1321646,1322876,1323786,1324762,	1321819,1322911,1323869,1324857,
CLPTM1L	ENST00000503151	5	-	1322833	1335121	1335121	1335121	8	1322833,1323786,1324762,1325750,1330279,1331798,1334288,1335056,	1322911,1323869,1324813,1325816,1330383,1331883,1334383,1335121,
CLPTM1L	ENST00000508765	5	-	1323786	1335155	1335155	1335155	7	1323786,1324762,1325750,1330279,1331798,1334288,1335056,	1323869,1324813,1325816,1330431,1331883,1334383,1335155,
CLPTM1L	ENST00000513250	5	-	1323832	1332338	1332338	1332338	6	1323832,1324762,1325750,1330279,1331798,1332114,	1323869,1324813,1325816,1330383,1331883,1332338,
CLPTM1L	ENST00000511786	5	-	1334357	1338318	1338318	1338318	3	1334357,1335056,1337903,	1334383,1335174,1338318,
AC026748.3	ENST00000656081	5	+	1345196	1350786	1350786	1350786	2	1345196,1349740,	1347452,1350786,
LINC01511	ENST00000653645	5	-	1353895	1379997	1379997	1379997	2	1353895,1379561,	1355535,1379997,
LINC01511	ENST00000504989	5	-	1363581	1380067	1380067	1380067	2	1363581,1379561,	1364691,1380067,
LINC01511	ENST00000668064	5	-	1363584	1379914	1379914	1379914	3	1363584,1368319,1379561,	1364691,1368391,1379914,
LINC01511	ENST00000670452	5	-	1363584	1380070	1380070	1380070	2	1363584,1379561,	1364691,1380070,
LINC01511	ENST00000667031	5	-	1363615	1380107	1380107	1380107	2	1363615,1379561,	1364691,1380107,
LINC01511	ENST00000523692	5	-	1363625	1380048	1380048	1380048	2	1363625,1379664,	1364691,1380048,
LINC01511	ENST00000503067	5	-	1364113	1368395	1368395	1368395	2	1364113,1368319,	1364691,1368395,
MTCO2P32	ENST00000514865	5	-	1370542	1370945	1370945	1370945	1	1370542,	1370945,
AC026748.1	ENST00000624349	5	-	1383158	1386409	1386409	1386409	1	1383158,	1386409,
SLC6A3	ENST00000270349	5	-	1392793	1445440	1394734	1443197	15	1392793,1400914,1402921,1406187,1409025,1409720,1411242,1414690,1416097,1420568,1421875,1432463,1441358,1442911,1445347,	1394758,1400986,1403089,1406288,1409125,1409849,1411355,1414815,1416201,1420703,1422014,1432698,1441490,1443242,1445440,
SLC6A3	ENST00000512002	5	-	1394028	1401307	1401307	1401307	3	1394028,1400914,1401159,	1394758,1400986,1401307,
SLC6A3	ENST00000511750	5	-	1414740	1416578	1416578	1416578	2	1414740,1416097,	1414815,1416578,
LPCAT1	ENST00000475622	5	-	1456479	1523962	1463650	1523844	17	1456479,1460122,1461189,1461839,1466748,1470825,1473956,1474559,1477403,1479620,1480941,1483427,1488390,1489745,1494699,1501460,1523709,	1458091,1460378,1461397,1463835,1466890,1470924,1474110,1474685,1477486,1479675,1480976,1483486,1488451,1489858,1494914,1501603,1523962,
LPCAT1	ENST00000283415	5	-	1461426	1523960	1463650	1523844	14	1461426,1466748,1470825,1473956,1474559,1477403,1479620,1480941,1483427,1488390,1489745,1494699,1501460,1523709,	1463835,1466890,1470924,1474110,1474685,1477486,1479675,1480976,1483486,1488451,1489858,1494914,1501603,1523960,
LPCAT1	ENST00000503252	5	-	1461428	1467325	1467325	1467325	3	1461428,1466748,1467180,	1463835,1466890,1467325,
LPCAT1	ENST00000513757	5	-	1479475	1494778	1494778	1494778	6	1479475,1480941,1483427,1488390,1489745,1494699,	1479675,1480976,1483486,1488451,1489858,1494778,
LPCAT1	ENST00000514484	5	-	1483427	1523740	1523740	1523740	7	1483427,1488390,1489745,1494699,1501460,1521346,1523709,	1483486,1488451,1489858,1494914,1501603,1521480,1523740,
LPCAT1	ENST00000507282	5	-	1488376	1494928	1494928	1494928	3	1488376,1489745,1494699,	1488451,1489858,1494928,
MIR6075	ENST00000620782	5	-	1510761	1510856	1510856	1510856	1	1510761,	1510856,
AC091849.2	ENST00000503113	5	-	1544106	1551710	1551710	1551710	4	1544106,1546758,1548308,1551503,	1544216,1546965,1548476,1551710,
SDHAP3	ENST00000652578	5	-	1567494	1594476	1594476	1594476	9	1567494,1572181,1574181,1576178,1579276,1584983,1589246,1593112,1594394,	1568998,1572286,1574295,1576309,1579484,1585133,1589365,1593284,1594476,
SDHAP3	ENST00000515467	5	-	1572221	1593289	1593289	1593289	6	1572221,1574171,1576178,1576543,1589246,1593112,	1572286,1574295,1576309,1576655,1589365,1593289,
SDHAP3	ENST00000436493	5	-	1589027	1594620	1594620	1594620	3	1589027,1593112,1594394,	1589365,1593284,1594620,
AC026412.3	ENST00000605200	5	+	1594625	1611467	1611467	1611467	3	1594625,1610327,1610518,	1595247,1610417,1611467,
AC091849.1	ENST00000509920	5	+	1598126	1598247	1598247	1598247	1	1598126,	1598247,
AC026412.1	ENST00000507290	5	-	1598919	1633981	1633981	1633981	5	1598919,1599626,1602690,1632643,1633807,	1599269,1599827,1602735,1632906,1633981,
AC026412.1	ENST00000512335	5	-	1598919	1634004	1634004	1634004	8	1598919,1599626,1602690,1626785,1628754,1630408,1632643,1633807,	1599269,1599827,1602735,1626926,1629630,1630566,1632906,1634004,
AC026412.1	ENST00000507841	5	-	1598919	1634005	1634005	1634005	7	1598919,1602690,1626785,1628754,1632643,1632844,1633807,	1599827,1602735,1626926,1629630,1632751,1632906,1634005,
AC026412.1	ENST00000507505	5	-	1599120	1634002	1634002	1634002	4	1599120,1602690,1632844,1633807,	1599827,1602735,1632906,1634002,
AC026412.1	ENST00000522848	5	-	1601915	1633947	1633947	1633947	4	1601915,1632643,1632844,1633807,	1602735,1632751,1632906,1633947,
AC026412.1	ENST00000502273	5	-	1602690	1633906	1633906	1633906	3	1602690,1632844,1633807,	1602735,1632906,1633906,
AC026412.1	ENST00000343123	5	-	1629000	1633984	1633984	1633984	5	1629000,1630408,1632643,1632844,1633807,	1629630,1630566,1632751,1632906,1633984,
AC026412.2	ENST00000512270	5	+	1614835	1616334	1616334	1616334	3	1614835,1615121,1616011,	1614954,1615754,1616334,
MIR4277	ENST00000578298	5	-	1708784	1708868	1708868	1708868	1	1708784,	1708868,
AC112176.1	ENST00000565428	5	+	1725148	1728172	1728172	1728172	1	1725148,	1728172,
MRPL36	ENST00000505059	5	-	1798384	1799837	1798623	1798935	2	1798384,1799791,	1798947,1799837,
MRPL36	ENST00000505818	5	-	1798385	1801366	1798623	1798935	2	1798385,1801333,	1798947,1801366,
MRPL36	ENST00000508987	5	-	1798386	1799895	1798623	1798935	2	1798386,1799770,	1798947,1799895,
MRPL36	ENST00000382647	5	-	1798389	1799838	1798623	1798935	2	1798389,1799809,	1798947,1799838,
MRPL36	ENST00000510999	5	-	1798828	1799750	1798828	1798935	2	1798828,1799076,	1798947,1799750,
NDUFS6	ENST00000274137	5	+	1801399	1816605	1801417	1815916	4	1801399,1802320,1814338,1815850,	1801549,1802374,1814461,1816605,
NDUFS6	ENST00000469176	5	+	1801414	1814699	1801417	1814671	3	1801414,1802320,1814338,	1801549,1802374,1814699,
NDUFS6	ENST00000510329	5	+	1801420	1802279	1802279	1802279	2	1801420,1802148,	1801549,1802279,
AC025183.3	ENST00000503386	5	+	1850949	1851497	1851497	1851497	2	1850949,1851183,	1851063,1851497,
LINC02116	ENST00000509455	5	-	1855969	1856568	1856568	1856568	2	1855969,1856402,	1856296,1856568,
AC025183.4	ENST00000623526	5	-	1858408	1859890	1859890	1859890	1	1858408,	1859890,
IRX4	ENST00000513692	5	-	1877412	1887236	1877968	1882647	6	1877412,1879503,1880724,1881807,1882602,1887061,	1878792,1879832,1880834,1882059,1882747,1887236,
IRX4	ENST00000231357	5	-	1877412	1882925	1877968	1882647	5	1877412,1879503,1880724,1881807,1882602,	1878792,1879832,1880834,1882059,1882925,
IRX4	ENST00000613726	5	-	1877426	1886984	1877968	1882647	7	1877426,1879503,1880065,1880724,1881807,1882602,1886861,	1878792,1879832,1880143,1880834,1882059,1882747,1886984,
IRX4	ENST00000622814	5	-	1877426	1887179	1877968	1882647	7	1877426,1879503,1880065,1880724,1881807,1882602,1887061,	1878792,1879832,1880143,1880834,1882059,1882747,1887179,
IRX4	ENST00000505790	5	-	1877447	1887218	1877968	1882647	6	1877447,1879503,1880724,1881807,1882602,1886861,	1878792,1879832,1880834,1882059,1882747,1887218,
IRX4	ENST00000508261	5	-	1877813	1882752	1879686	1882647	5	1877813,1879503,1880724,1881807,1882602,	1878792,1879870,1880834,1882059,1882752,
IRX4	ENST00000505938	5	-	1878784	1881093	1881093	1881093	4	1878784,1879503,1880724,1881004,	1878792,1879832,1880834,1881093,
IRX4	ENST00000511126	5	-	1879669	1882744	1879669	1882647	5	1879669,1880065,1880724,1881807,1882602,	1879832,1880143,1880834,1882059,1882744,
AC025183.1	ENST00000506335	5	+	1883965	1884649	1884649	1884649	2	1883965,1884479,	1884220,1884649,
AC025183.2	ENST00000514569	5	+	1887331	1900493	1900493	1900493	4	1887331,1888212,1898044,1899041,	1887369,1888282,1898119,1900493,
AC126768.3	ENST00000662909	5	-	1931057	1933985	1933985	1933985	2	1931057,1933802,	1931383,1933985,
AC124852.1	ENST00000669344	5	+	1931063	1936174	1936174	1936174	2	1931063,1933808,	1931389,1936174,
AC124852.1	ENST00000668132	5	+	1931146	1934621	1934621	1934621	2	1931146,1933808,	1931389,1934621,
AC124852.1	ENST00000660811	5	+	1931198	1949945	1949945	1949945	3	1931198,1933808,1948693,	1931389,1933985,1949945,
AC124852.1	ENST00000652866	5	+	1931222	1959189	1959189	1959189	4	1931222,1933808,1958581,1958946,	1931389,1933985,1958826,1959189,
AC124852.1	ENST00000660942	5	+	1931239	1993416	1993416	1993416	5	1931239,1933808,1987324,1991977,1992956,	1931389,1933985,1987410,1992095,1993416,
AC124852.1	ENST00000511693	5	+	1933862	1959176	1959176	1959176	2	1933862,1958581,	1933985,1959176,
AC124852.1	ENST00000653000	5	+	1933888	2119251	2119251	2119251	9	1933888,1948693,2097238,2097735,2100078,2102902,2103519,2114342,2118029,	1933985,1949261,2097387,2097792,2100129,2103200,2103783,2114537,2119251,
AC124852.1	ENST00000513419	5	+	1939771	1958901	1958901	1958901	2	1939771,1958581,	1939941,1958901,
AC124852.1	ENST00000660145	5	+	1948946	1959189	1959189	1959189	2	1948946,1958581,	1949261,1959189,
AC124852.1	ENST00000668334	5	+	1949027	1959189	1959189	1959189	2	1949027,1958436,	1949261,1959189,
AC124852.1	ENST00000657760	5	+	2066847	2101296	2101296	2101296	8	2066847,2067668,2068882,2069143,2096525,2097238,2097735,2100078,	2067046,2067962,2068971,2071652,2096642,2097387,2097792,2101296,
AC124852.1	ENST00000660496	5	+	2071376	2119314	2119314	2119314	7	2071376,2096525,2097238,2100078,2102902,2114342,2118029,	2071652,2096642,2097792,2100129,2103200,2114537,2119314,
AC124852.1	ENST00000658890	5	+	2101655	2119251	2119251	2119251	3	2101655,2114342,2118029,	2103200,2114537,2119251,
AC124852.1	ENST00000663791	5	+	2103096	2119926	2119926	2119926	4	2103096,2114342,2118029,2118998,	2103200,2114393,2118687,2119926,
AC126768.1	ENST00000511698	5	-	1963345	1967251	1967251	1967251	3	1963345,1966799,1967076,	1963856,1966963,1967251,
AC126768.2	ENST00000514519	5	+	1968093	1969013	1969013	1969013	2	1968093,1968589,	1968229,1969013,
RF00019	ENST00000364156	5	+	2184709	2184820	2184820	2184820	1	2184709,	2184820,
AC092266.1	ENST00000610958	5	+	2261858	2262023	2262023	2262023	1	2261858,	2262023,
LSINCT5	ENST00000626215	5	+	2712590	2715237	2715237	2715237	1	2712590,	2715237,
AC091891.1	ENST00000560688	5	-	2736661	2737759	2737759	2737759	2	2736661,2737731,	2737321,2737759,
IRX2	ENST00000382611	5	-	2745844	2751662	2747563	2751413	5	2745844,2747540,2748344,2749381,2751164,	2746786,2747616,2749052,2749787,2751662,
IRX2	ENST00000302057	5	-	2746164	2751677	2747563	2751413	4	2746164,2748344,2749381,2751164,	2747616,2749052,2749787,2751677,
C5orf38	ENST00000649739	5	+	2752130	2755081	2755081	2755081	2	2752130,2755028,	2752464,2755081,
C5orf38	ENST00000647681	5	+	2752147	2755397	2755397	2755397	4	2752147,2752621,2753284,2755028,	2752464,2752754,2753355,2755397,
C5orf38	ENST00000334000	5	+	2752147	2755397	2752264	2755041	4	2752147,2752621,2753284,2755028,	2752464,2752754,2753355,2755397,
C5orf38	ENST00000505106	5	+	2752227	2755081	2755081	2755081	4	2752227,2752679,2753284,2755028,	2752464,2752754,2753355,2755081,
C5orf38	ENST00000503940	5	+	2752227	2755081	2755081	2755081	4	2752227,2752679,2753284,2755028,	2752464,2752754,2753370,2755081,
C5orf38	ENST00000650439	5	+	2752227	2755081	2755081	2755081	4	2752227,2752621,2753284,2755028,	2752464,2752754,2753370,2755081,
C5orf38	ENST00000515640	5	+	2752245	2754373	2754373	2754373	3	2752245,2752621,2753284,	2752464,2752754,2754373,
C5orf38	ENST00000397835	5	+	2752264	2755376	2755376	2755376	3	2752264,2752621,2755028,	2752464,2752754,2755376,
C5orf38	ENST00000505778	5	+	2752264	2753359	2752264	2753359	3	2752264,2752621,2753284,	2752464,2752754,2753359,
C5orf38	ENST00000457752	5	+	2752264	2755041	2752264	2755041	2	2752264,2755028,	2752464,2755041,
AC116359.1	ENST00000510731	5	-	2787450	2788549	2788549	2788549	1	2787450,	2788549,
AC094105.1	ENST00000509745	5	-	2831020	2835139	2835139	2835139	2	2831020,2834618,	2831059,2835139,
AC094105.2	ENST00000652017	5	+	2921495	2967621	2967621	2967621	6	2921495,2925014,2929694,2931294,2964927,2967385,	2922197,2925204,2929920,2931405,2965312,2967621,
AC094105.2	ENST00000664294	5	+	2933756	2965538	2965538	2965538	4	2933756,2935091,2940707,2964927,	2934160,2935311,2940783,2965538,
AC094105.2	ENST00000515086	5	+	2935153	2967955	2967955	2967955	4	2935153,2940707,2964927,2967382,	2935311,2940783,2965312,2967955,
AC091832.1	ENST00000505396	5	+	3177834	3181232	3181232	3181232	2	3177834,3180928,	3178179,3181232,
AC091832.1	ENST00000652864	5	+	3177862	3181487	3181487	3181487	3	3177862,3178667,3180928,	3178179,3178893,3181487,
LINC01019	ENST00000662836	5	-	3357263	3531795	3531795	3531795	5	3357263,3418770,3421070,3422281,3531752,	3357880,3419316,3421304,3422622,3531795,
LINC01019	ENST00000505443	5	-	3417151	3536094	3536094	3536094	5	3417151,3421070,3422281,3531752,3535761,	3419316,3421304,3422622,3531878,3536094,
LINC02162	ENST00000512521	5	+	3452815	3461660	3461660	3461660	3	3452815,3453704,3461316,	3452962,3453787,3461660,
LINC01017	ENST00000508823	5	-	3496228	3504004	3504004	3504004	3	3496228,3497350,3503926,	3496857,3497411,3504004,
IRX1	ENST00000302006	5	+	3595831	3601403	3596105	3601040	4	3595831,3599224,3600608,3600982,	3596381,3600260,3600681,3601403,
AC016595.1	ENST00000559410	5	-	3596210	3600188	3600188	3600188	2	3596210,3599863,	3596268,3600188,
AC025773.1	ENST00000513859	5	-	4012707	4013649	4013649	4013649	2	4012707,4013374,	4012991,4013649,
AC025187.1	ENST00000506305	5	-	4033712	4041764	4041764	4041764	3	4033712,4037234,4041732,	4034119,4037481,4041764,
LINC02063	ENST00000666998	5	+	4135637	4147429	4147429	4147429	3	4135637,4143246,4146560,	4135845,4143768,4147429,
LINC02063	ENST00000503415	5	+	4135681	4147194	4147194	4147194	3	4135681,4143246,4146685,	4135845,4143768,4147194,
AC106799.3	ENST00000562127	5	-	4436849	4440259	4440259	4440259	2	4436849,4438117,	4438007,4440259,
AC106799.2	ENST00000507435	5	-	4451929	4866221	4866221	4866221	6	4451929,4481691,4522264,4784870,4805719,4866015,	4452054,4481755,4522367,4784964,4805848,4866221,
AC106799.2	ENST00000651524	5	-	4657202	4866226	4866226	4866226	4	4657202,4690368,4707250,4866015,	4657565,4690490,4707369,4866226,
AC106799.2	ENST00000651493	5	-	4802121	4866257	4866257	4866257	5	4802121,4805719,4841672,4849738,4866015,	4802530,4805848,4841731,4849806,4866257,
AC106799.2	ENST00000515656	5	-	4831698	4849800	4849800	4849800	2	4831698,4849738,	4831931,4849800,
AC106799.2	ENST00000661208	5	-	4849024	4866191	4866191	4866191	2	4849024,4866015,	4849806,4866191,
AC106799.2	ENST00000653036	5	-	4854220	4866311	4866311	4866311	2	4854220,4866015,	4855812,4866311,
AC106799.1	ENST00000503188	5	+	4512261	4516776	4516776	4516776	2	4512261,4515322,	4512483,4516776,
